"","brewery_name","review_time","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv"
"1545","Victory Brewing Company",1088085760,4,4,"Weizenbock",4,4.5,"Moonglow Weizenbock",8.7
"1546","Victory Brewing Company",1290208508,4,3.5,"Saison / Farmhouse Ale",3.5,4,"Saison Du BUFF",6.8
"1547","Tröegs Brewing Company",1282959420,3.5,4,"Doppelbock",4,4,"Troegenator Double Bock",8.2
"1548","Victory Brewing Company",1318473484,4,4,"Baltic Porter",4,4,"Baltic Thunder",8.5
"1549","Yuengling Brewery ",1245533437,3,3.5,"Light Lager",3,3,"Yuengling Light Lager",3.4
"1550","Victory Brewing Company",1281048329,4,4.5,"Tripel",4,3.5,"Golden Monkey",9.5
"1551","Tröegs Brewing Company",1297388919,3,4.5,"Belgian Strong Dark Ale",4,3,"Tröegs Mad Elf",11
"1552","Tröegs Brewing Company",1225157961,4,4.5,"American Porter",4.5,4.5,"Tröegs Dead Reckoning Porter",5.4
"1553","Victory Brewing Company",1244257013,3.5,4,"Belgian IPA",4,3.5,"Wild Devil",6.7
"1554","Victory Brewing Company",1294698383,4.5,4.5,"American IPA",3,4,"HopDevil Ale",6.7
"1555","Yuengling Brewery ",1214347733,3,3.5,"American Amber / Red Lager",3,3,"Yuengling Traditional Lager",4.4
"1556","Tröegs Brewing Company",1268526704,4.5,4,"American Amber / Red Ale",3.5,4.5,"Tröegs Hopback Amber Ale",6
"1557","Victory Brewing Company",1267590454,4,4,"American IPA",4,4.5,"HopDevil Ale",6.7
"1558","Yuengling Brewery ",1013459463,4,5,"Black & Tan",4,4.5,"Yuengling Black & Tan",4.7
"1559","Tröegs Brewing Company",1255047325,3.5,4.5,"American Porter",4,4.5,"Tröegs Dead Reckoning Porter",5.4
"1560","Victory Brewing Company",1091569704,3,4.5,"Tripel",2.5,3.5,"Golden Monkey",9.5
"1561","Victory Brewing Company",1038323376,3.5,3.5,"Munich Helles Lager",4,3,"Victory Lager",4.8
"1562","Victory Brewing Company",1260099763,4.5,4.5,"Russian Imperial Stout",5,4.5,"Storm King Stout",9.1
"1563","Victory Brewing Company",1296072493,4,4,"German Pilsener",4,4,"Prima Pils",5.3
"1564","Victory Brewing Company",1267048728,4,4.5,"Russian Imperial Stout",4,4,"Storm King Stout",9.1
"1565","Tröegs Brewing Company",1323445149,4,4,"Maibock / Helles Bock",4.5,4,"Scratch Beer 53 - 2011 (Helles Bock)",6.4
"1566","Victory Brewing Company",1069296791,4,4.5,"Russian Imperial Stout",4.5,4.5,"Storm King Stout",9.1
"1567","Tröegs Brewing Company",1276397577,4,4,"American IPA",4,4.5,"Scratch Beer 31 - 2010 (Citra Of Brotherly Love IPA)",7.4
"1568","Victory Brewing Company",1239156594,4,4.5,"German Pilsener",4.5,4,"Prima Pils",5.3
"1569","Victory Brewing Company",1182105966,4.5,3,"Maibock / Helles Bock",4,4,"St. Boisterous",7.4
"1570","Victory Brewing Company",1248230980,3.5,3.5,"Tripel",3,3,"Golden Monkey",9.5
"1571","Tröegs Brewing Company",1314067721,4,4,"American IPA",4,4.5,"Tröegs Perpetual IPA",7.5
"1572","Tröegs Brewing Company",1239511687,4.5,4,"American Amber / Red Ale",4,4.5,"Tröegs Nugget Nectar",7.5
"1573","Victory Brewing Company",1207353146,3.5,3.5,"Munich Helles Lager",3.5,4,"Victory Lager",4.8
"1574","Tröegs Brewing Company",1128455947,4.5,4,"Oatmeal Stout",4.5,4,"Tröegs Oatmeal Stout",7
"1575","Voodoo Brewing Company",1302801107,4.5,4.5,"American Double / Imperial Stout",4.5,4.5,"Black Magick",15
"1576","Victory Brewing Company",1090255087,4.5,4.5,"American IPA",5,5,"HopDevil Ale",6.7
"1577","Tröegs Brewing Company",1142065756,4.5,4.5,"American Amber / Red Ale",4,4,"Tröegs Nugget Nectar",7.5
"1578","Victory Brewing Company",1031101200,4,4.5,"American IPA",4,4.5,"HopDevil Ale",6.7
"1579","Victory Brewing Company",1314024781,2,3,"American Black Ale",2.5,2,"Yakima Glory",8.7
"1580","Voodoo Brewing Company",1267098591,3.5,3.5,"Belgian Strong Pale Ale",3.5,4,"Voodoo Love Child",10.5
"1581","Victory Brewing Company",1321926596,4,3,"Doppelbock",4,4,"St. Victorious",7.6
"1582","Victory Brewing Company",1218075635,4,3,"Baltic Porter",4,4,"Baltic Thunder",8.5
"1583","Yuengling Brewery ",1119794147,3.5,3.5,"Black & Tan",4,4,"Yuengling Black & Tan",4.7
"1584","Tröegs Brewing Company",1213990666,4,4.5,"Extra Special / Strong Bitter (ESB)",3.5,3.5,"Scratch Beer 11 - 2008",4.9
"1585","Victory Brewing Company",1275049579,4,4,"German Pilsener",4.5,3,"Prima Pils",5.3
"1586","Tröegs Brewing Company",1297737123,3,4,"Saison / Farmhouse Ale",4,3,"Scratch Beer 33 - 2010 (Saison De Mueze)",6
"1587","Tröegs Brewing Company",1293951000,4,4,"American IPA",4,4.5,"Scratch Beer 38 - 2010 (IPA #2 Of 4)",7.7
"1588","Victory Brewing Company",1205942734,3.5,4.5,"Russian Imperial Stout",3.5,5,"Storm King Stout",9.1
"1589","Yuengling Brewery ",1116619977,1.5,2.5,"Light Lager",1.5,2,"Yuengling Light Lager",3.4
"1590","Yuengling Brewery ",1053443021,3,3.5,"American Amber / Red Lager",3.5,3.5,"Yuengling Traditional Lager",4.4
"1591","Victory Brewing Company",1070851209,5,4.5,"American IPA",4.5,4.5,"HopDevil Ale",6.7
"1592","Tröegs Brewing Company",1287694506,4,4,"American Double / Imperial Stout",3,4.5,"Splinter Black",11
"1593","Victory Brewing Company",1188789711,3.5,3,"Märzen / Oktoberfest",3.5,3.5,"Festbier",5.6
"1594","Victory Brewing Company",1147837409,4,4,"German Pilsener",5,4.5,"Prima Pils",5.3
"1595","Tröegs Brewing Company",1315522365,4.5,4,"American Amber / Red Ale",4,4.5,"Tröegs Nugget Nectar",7.5
"1596","Victory Brewing Company",1257295021,4.5,4.5,"American Black Ale",4.5,4.5,"Yakima Glory",8.7
"1597","Victory Brewing Company",1253504512,4,4.5,"Russian Imperial Stout",4,4.5,"Storm King Stout",9.1
"1598","Victory Brewing Company",1147745338,4,4.5,"American Double / Imperial IPA",4.5,5,"Hop Wallop",8.5
"1599","Yuengling Brewery ",1298172629,3.5,3.5,"American Amber / Red Lager",3,3.5,"Yuengling Traditional Lager",4.4
"1600","Tröegs Brewing Company",1323441837,3,4.5,"American Amber / Red Ale",4,3.5,"Scratch Beer 52 - 2011 (T2 Ale)",6.9
"1601","Victory Brewing Company",1106598153,4,4,"American Double / Imperial IPA",4,4.5,"Hop Wallop",8.5
"1602","Tröegs Brewing Company",1266333131,4.5,3.5,"American Amber / Red Ale",3.5,4.5,"Tröegs Nugget Nectar",7.5
"1603","Tröegs Brewing Company",1139500521,5,5,"American Amber / Red Ale",5,5,"Tröegs Nugget Nectar",7.5
"1604","Tröegs Brewing Company",1253484848,3.5,4,"Doppelbock",3.5,4,"Troegenator Double Bock",8.2
"1605","Victory Brewing Company",1264727129,4,4,"Märzen / Oktoberfest",3.5,3.5,"Festbier",5.6
"1606","Victory Brewing Company",1290473035,4,3.5,"Weizenbock",4,4.5,"Moonglow Weizenbock",8.7
"1607","Yuengling Brewery ",1248140135,4,2.5,"American Amber / Red Lager",4,4,"Yuengling Traditional Lager",4.4
"1608","Victory Brewing Company",1251158233,3.5,4.5,"Belgian IPA",4,2.5,"Wild Devil",6.7
"1609","Tröegs Brewing Company",1291402995,3.5,4,"Hefeweizen",3.5,3.5,"DreamWeaver Wheat",4.8
"1610","Victory Brewing Company",1302585822,3.5,4,"American Double / Imperial IPA",4,4,"Hop Wallop",8.5
"1611","Yards Brewing Co.",1126313874,4,4,"Extra Special / Strong Bitter (ESB)",3.5,3.5,"Extra Special Ale (ESA)",6.3
"1612","Victory Brewing Company",1080738543,3.5,4,"German Pilsener",4,4,"Prima Pils",5.3
"1613","Victory Brewing Company",1116132889,4.5,4,"American Double / Imperial IPA",4,4,"Hop Wallop",8.5
"1614","Tröegs Brewing Company",1287880718,4.5,4,"Rye Beer",4,4,"Scratch Beer 18 - 2009",7.3
"1615","Tröegs Brewing Company",1273593780,3.5,3.5,"German Pilsener",3.5,4,"Tröegs Sunshine Pils",5.3
"1616","Tröegs Brewing Company",1162561371,3.5,3.5,"Doppelbock",3,3.5,"Troegenator Double Bock",8.2
"1617","Tröegs Brewing Company",1275483783,4.5,4,"American Barleywine",3.5,3.5,"Flying Mouflan",9.3
"1618","Yards Brewing Co.",1144114328,3,3.5,"English Porter",4,3.5,"General Washington's Tavern Porter",7
"1619","Voodoo Brewing Company",1303257294,4,3.5,"American Double / Imperial Stout",4,4,"Big Black Voodoo Daddy",12.5
"1620","Yuengling Brewery ",1157984405,2,3,"American Pale Ale (APA)",2,2,"Lord Chesterfield Ale",5.4
"1621","Tröegs Brewing Company",1245896066,4,4.5,"American Double / Imperial IPA",4,4.5,"Scratch Beer 20 - 2009",7
"1622","Tröegs Brewing Company",1226538903,3.5,4.5,"American Porter",4,3.5,"Tröegs Dead Reckoning Porter",5.4
"1623","Victory Brewing Company",1127335210,4,4.5,"German Pilsener",4.5,4.5,"Prima Pils",5.3
"1624","Victory Brewing Company",1235804461,4,4,"American Barleywine",4,4.5,"Old Horizontal",11
"1625","Tröegs Brewing Company",1242099344,4,3,"English Brown Ale",3,3,"Tröegs Rugged Trail Nut Brown Ale",4.4
"1626","Tröegs Brewing Company",1299209333,3.5,4,"American Barleywine",3.5,4,"Flying Mouflan",9.3
"1627","Victory Brewing Company",1146364334,4,4,"Altbier",4,4,"Ten Years Alt",8.5
"1628","Victory Brewing Company",1101773341,4.5,4.5,"American Double / Imperial IPA",4,4,"Hop Wallop",8.5
"1629","Victory Brewing Company",1154304752,3.5,3.5,"Altbier",4,3.5,"Ten Years Alt",8.5
"1630","Yards Brewing Co.",1081208133,4,4,"Saison / Farmhouse Ale",3.5,3.5,"Yards Saison",6.5
"1631","Victory Brewing Company",1068077843,3.5,4,"Weizenbock",4,4.5,"Moonglow Weizenbock",8.7
"1632","Yuengling Brewery ",1042628954,3,3.5,"American Amber / Red Lager",3.5,3,"Yuengling Traditional Lager",4.4
"1633","Tröegs Brewing Company",1183521245,3,4,"English Brown Ale",4,4.5,"Tröegs Rugged Trail Nut Brown Ale",4.4
"1634","Tröegs Brewing Company",1035884216,4.5,5,"Oatmeal Stout",4.5,5,"Tröegs Oatmeal Stout",7
"1635","Tröegs Brewing Company",1246822767,4,3.5,"Doppelbock",4,3.5,"Troegenator Double Bock",8.2
"1636","Victory Brewing Company",1248734635,3.5,3.5,"German Pilsener",4.5,4.5,"Saphir Pils",5
"1637","Tröegs Brewing Company",1315017821,4.5,3.5,"American Porter",4,4,"Tröegs Dead Reckoning Porter",5.4
"1638","Tröegs Brewing Company",1287022385,3.5,3.5,"Dubbel",4,4,"Scratch Beer 34 - 2010 (Tim's Belgian Brown)",7.8
"1639","Victory Brewing Company",1202427251,4.5,4,"Russian Imperial Stout",4.5,4,"Storm King Stout",9.1
"1640","Tröegs Brewing Company",1081906043,3,4,"American Amber / Red Ale",3,4,"Tröegs Hopback Amber Ale",6
"1641","Tröegs Brewing Company",1076815209,4,4,"Oatmeal Stout",4.5,4,"Tröegs Oatmeal Stout",7
"1642","Tröegs Brewing Company",1241391618,4.5,4,"Rye Beer",4,4.5,"Scratch Beer 18 - 2009",7.3
"1643","Victory Brewing Company",1264451563,3,3.5,"Witbier",4,3,"Whirlwind Witbier",5
"1644","Tröegs Brewing Company",1230492405,3.5,4,"American Porter",3.5,3.5,"Tröegs Dead Reckoning Porter",5.4
"1645","Victory Brewing Company",1221937807,3.5,4,"Märzen / Oktoberfest",4.5,3.5,"Festbier",5.6
"1646","Tröegs Brewing Company",1289568368,4,4.5,"Maibock / Helles Bock",4,4.5,"Scratch Beer 30 - 2010 (Jerman Bock)",7
"1647","Tröegs Brewing Company",1289182337,4.5,4,"Maibock / Helles Bock",4,4,"Scratch Beer 30 - 2010 (Jerman Bock)",7
"1648","Victory Brewing Company",1192317387,4,4.5,"Märzen / Oktoberfest",4,4,"Festbier",5.6
"1649","Victory Brewing Company",1256585507,4.5,4,"Maibock / Helles Bock",4,4,"St. Boisterous",7.4
"1650","Victory Brewing Company",1243732050,4,4.5,"American Double / Imperial IPA",4.5,4.5,"Hop Wallop",8.5
"1651","Tröegs Brewing Company",1317267838,3,3,"American Stout",4,4.5,"Scratch Beer 41 - 2011 (Cacaoabunga Redux)",6.6
"1652","Tröegs Brewing Company",1058933516,4,3.5,"American Pale Ale (APA)",4,4.5,"Tröegs Pale Ale",5.4
"1653","Tröegs Brewing Company",1261620370,4.5,4.5,"Rye Beer",4,4,"Scratch Beer 25 - 2009 (Magical Moustache Rye)",6.5
"1654","Victory Brewing Company",1242532481,3.5,2.5,"Tripel",3.5,3.5,"Golden Monkey",9.5
"1655","Victory Brewing Company",1150551669,4,4.5,"American IPA",4.5,4.5,"HopDevil Ale",6.7
"1656","Tröegs Brewing Company",1241576665,4,3.5,"American Pale Ale (APA)",3,3.5,"Tröegs Pale Ale",5.4
"1657","Victory Brewing Company",1082778100,4.5,4.5,"German Pilsener",4,4.5,"Prima Pils",5.3
"1658","Victory Brewing Company",1184631632,4,3.5,"German Pilsener",4,4.5,"Prima Pils",5.3
"1659","Victory Brewing Company",1259636139,4,4,"American Black Ale",4,4,"Yakima Glory",8.7
"1660","Victory Brewing Company",1204484928,4,4,"Baltic Porter",5,4.5,"Baltic Thunder",8.5
"1661","Victory Brewing Company",1313280704,4.5,4.5,"American IPA",4.5,4.5,"HopDevil Ale",6.7
"1662","Yuengling Brewery ",1239459855,3,3.5,"American Amber / Red Lager",2.5,3.5,"Yuengling Traditional Lager",4.4
"1663","Victory Brewing Company",1172683556,4,3.5,"American Barleywine",3.5,3.5,"Old Horizontal",11
"1664","Victory Brewing Company",1201450659,4.5,4,"Russian Imperial Stout",4.5,4,"Storm King Stout",9.1
"1665","Victory Brewing Company",1288478072,4.5,4,"Saison / Farmhouse Ale",4,4.5,"Saison Du BUFF",6.8
"1666","Voodoo Brewing Company",1300072581,4.5,4,"Witbier",3,4,"White Magic Of The Sun",6.75
"1667","Victory Brewing Company",1141457652,3,3.5,"American Double / Imperial IPA",2.5,3,"Hop Wallop",8.5
"1668","Victory Brewing Company",1292883337,4.5,4.5,"Weizenbock",4.5,4.5,"Moonglow Weizenbock",8.7
"1669","Yuengling Brewery ",1013692542,3,4,"American Porter",3.5,3.5,"Yuengling Porter (Dark Brewed)",4.7
"1670","Victory Brewing Company",1239637225,4,4,"American Pale Ale (APA)",4.5,4.5,"Harvest Ale 2008",5.7
"1671","Victory Brewing Company",1306205970,4,4,"Russian Imperial Stout",4,4,"Dark Intrigue",9.1
"1672","Victory Brewing Company",1306783331,3.5,4.5,"American Black Ale",4,4,"Yakima Glory",8.7
"1673","Tröegs Brewing Company",1232674096,2.5,4,"American Amber / Red Ale",3.5,4,"Tröegs Hopback Amber Ale",6
"1674","Victory Brewing Company",1280640335,3,4,"Russian Imperial Stout",3,4,"Storm King Stout",9.1
"1675","Victory Brewing Company",1269403865,4.5,4.5,"Russian Imperial Stout",4,4.5,"Storm King Stout",9.1
"1676","Victory Brewing Company",1309911844,4,4,"Saison / Farmhouse Ale",4,4.5,"Helios  (V Saison)",7.5
"1677","Victory Brewing Company",1138749013,3,2.5,"American Double / Imperial IPA",3.5,3,"Hop Wallop",8.5
"1678","Tröegs Brewing Company",1162908875,4.5,4.5,"Hefeweizen",4.5,4.5,"DreamWeaver Wheat",4.8
"1679","Tröegs Brewing Company",1230772796,4.5,4.5,"American Amber / Red Ale",4,4,"Tröegs Hopback Amber Ale",6
"1680","Tröegs Brewing Company",1229898717,4,3.5,"Märzen / Oktoberfest",3,4,"Scratch Beer 13 - 2008",NA
"1681","Victory Brewing Company",1295806608,4,4,"German Pilsener",4.5,4,"Prima Pils",5.3
"1682","Victory Brewing Company",1255049024,4.5,4,"American Double / Imperial IPA",4.5,4.5,"Hop Wallop",8.5
"1683","Victory Brewing Company",1297298304,4.5,4.5,"American Double / Imperial IPA",4,4,"Hop Wallop",8.5
"1684","Victory Brewing Company",1174447160,4.5,4.5,"Russian Imperial Stout",4,4.5,"Storm King Stout",9.1
"1685","Victory Brewing Company",1174328482,3.5,3,"American IPA",3,3.5,"HopDevil Ale",6.7
"1686","Tröegs Brewing Company",1282149473,4,3.5,"Belgian Strong Dark Ale",4,4.5,"Splinter Red",NA
"1687","Tröegs Brewing Company",1229315686,4.5,4,"American Pale Ale (APA)",4,4,"Tröegs Pale Ale",5.4
"1688","Victory Brewing Company",1298084747,3.5,4,"American Pale Ale (APA)",3,3,"Headwaters Pale Ale",5.1
"1689","Victory Brewing Company",1265662205,4.5,4,"American Black Ale",4.5,4.5,"Yakima Glory",8.7
"1690","Victory Brewing Company",1284781039,4.5,4.5,"Saison / Farmhouse Ale",4,5,"Helios  (V Saison)",7.5
"1691","Victory Brewing Company",1141007904,4,4.5,"American IPA",4,4,"HopDevil Ale",6.7
"1692","Victory Brewing Company",1294861680,4,4.5,"American Barleywine",4,4,"Old Horizontal",11
"1693","Victory Brewing Company",1273885785,4,5,"Belgian IPA",4,3.5,"Wild Devil",6.7
"1694","Tröegs Brewing Company",1250122623,4.5,5,"American Amber / Red Ale",4,3.5,"Tröegs Nugget Nectar",7.5
"1695","Victory Brewing Company",1283369953,4,4,"Märzen / Oktoberfest",4,4,"Festbier",5.6
"1696","Tröegs Brewing Company",1176862479,5,5,"American Amber / Red Ale",5,5,"Tröegs Nugget Nectar",7.5
"1697","Victory Brewing Company",1302836771,4.5,4,"American Double / Imperial IPA",4,4.5,"Hop Wallop",8.5
"1698","Tröegs Brewing Company",1261448178,3.5,4,"Rye Beer",4.5,4.5,"Scratch Beer 25 - 2009 (Magical Moustache Rye)",6.5
"1699","Yuengling Brewery ",1326221853,3,3,"Light Lager",2.5,2.5,"Yuengling Light Lager",3.4
"1700","Tröegs Brewing Company",1318289140,3.5,3.5,"Doppelbock",4,3.5,"Troegenator Double Bock",8.2
"1701","Tröegs Brewing Company",1211669962,4,4,"Extra Special / Strong Bitter (ESB)",3.5,4,"Scratch Beer 11 - 2008",4.9
"1702","Victory Brewing Company",1152126620,2.5,3,"American IPA",4,4,"HopDevil Ale",6.7
"1703","Victory Brewing Company",1207368863,4,3.5,"Tripel",4,4,"Golden Monkey",9.5
"1704","Victory Brewing Company",1299039173,4.5,4,"American Double / Imperial IPA",4.5,4.5,"Hop Wallop",8.5
"1705","Victory Brewing Company",1233790600,3.5,3.5,"Tripel",3.5,3.5,"Golden Monkey",9.5
"1706","Yuengling Brewery ",1109907058,2,3,"American Amber / Red Lager",3,2.5,"Yuengling Traditional Lager",4.4
"1707","Tröegs Brewing Company",1167509297,4,4,"Doppelbock",3,3.5,"Troegenator Double Bock",8.2
"1708","Victory Brewing Company",1183941424,4.5,4,"American Double / Imperial IPA",4,4.5,"Hop Wallop",8.5
"1709","Voodoo Brewing Company",1311283862,2,3.5,"American Brown Ale",2,2.5,"Wynona's Big Brown Ale",7.3
"1710","Tröegs Brewing Company",1202061997,4.5,4,"American Amber / Red Ale",4,4.5,"Tröegs Hopback Amber Ale",6
"1711","Yuengling Brewery ",1283871229,2.5,3,"Light Lager",3,3,"Yuengling Light Lager",3.4
"1712","Victory Brewing Company",1211139740,4,4.5,"English Bitter",4,4,"Uncle Teddy's Bitter",4
"1713","Victory Brewing Company",1251170709,4.5,4,"German Pilsener",4,4.5,"Prima Pils",5.3
"1714","Victory Brewing Company",1115165793,4,4,"German Pilsener",4,4,"Prima Pils",5.3
"1715","Tröegs Brewing Company",1256948370,4.5,4,"Belgian Strong Dark Ale",4.5,4.5,"Tröegs Mad Elf",11
"1716","Victory Brewing Company",1173493148,3.5,3.5,"Russian Imperial Stout",3,3.5,"Storm King Stout",9.1
"1717","Yuengling Brewery ",1172554476,3,3.5,"Black & Tan",2.5,2.5,"Yuengling Black & Tan",4.7
"1718","Tröegs Brewing Company",1206830112,3.5,4,"English Brown Ale",4,4,"Tröegs Rugged Trail Nut Brown Ale",4.4
"1719","Victory Brewing Company",1245685853,3,3,"Hefeweizen",3,3,"Saphir Weiss",NA
"1720","Victory Brewing Company",1194897750,4,4,"German Pilsener",3.5,3.5,"Prima Pils",5.3
"1721","Victory Brewing Company",1183771427,5,4,"Russian Imperial Stout",4,4.5,"Storm King Stout",9.1
"1722","Tröegs Brewing Company",1120993798,3,2.5,"American Amber / Red Ale",2.5,3,"Tröegs Hopback Amber Ale",6
"1723","Victory Brewing Company",1083721469,4.5,4.5,"Belgian Strong Dark Ale",4.5,4.5,"V-Ten",10
"1724","Victory Brewing Company",1234813757,4,3.5,"Tripel",4.5,4,"Golden Monkey",9.5
"1725","Tröegs Brewing Company",1279573823,4,4,"Oatmeal Stout",4,4,"Tröegs Java Head Stout",7.5
"1726","Tröegs Brewing Company",1140638496,4,4.5,"American Amber / Red Ale",4,4,"Tröegs Nugget Nectar",7.5
"1727","Victory Brewing Company",1087775014,3.5,3.5,"Tripel",4,4.5,"Golden Monkey",9.5
"1728","Victory Brewing Company",1220937810,4,3.5,"Märzen / Oktoberfest",4,4,"Festbier",5.6
"1729","Tröegs Brewing Company",1266629274,4.5,4,"American Amber / Red Ale",4,4.5,"Tröegs Nugget Nectar",7.5
"1730","Yuengling Brewery ",1324341124,3,3.5,"American Porter",3.5,3.5,"Yuengling Porter (Dark Brewed)",4.7
"1731","Yuengling Brewery ",1248745819,4,4,"American Amber / Red Lager",3.5,3.5,"Yuengling Traditional Lager",4.4
"1732","Victory Brewing Company",1210305001,3,4,"Tripel",3,3,"Golden Monkey",9.5
"1733","Tröegs Brewing Company",1265077997,4,4,"American Amber / Red Ale",3.5,4,"Tröegs Nugget Nectar",7.5
"1734","Tröegs Brewing Company",1235265858,4.5,4,"American Amber / Red Ale",4,4,"Tröegs Nugget Nectar",7.5
"1735","Tröegs Brewing Company",1056545699,4,4,"English Brown Ale",4,4,"Tröegs Rugged Trail Nut Brown Ale",4.4
"1736","Victory Brewing Company",1033163370,5,5,"Russian Imperial Stout",5,5,"Storm King Stout",9.1
"1737","Tröegs Brewing Company",1253924343,4.5,5,"American Porter",5,5,"Tröegs Dead Reckoning Porter",5.4
"1738","Victory Brewing Company",1227410501,4,4,"American Double / Imperial IPA",4.5,4,"Hop Wallop",8.5
"1739","Yuengling Brewery ",1253683659,3,3.5,"Black & Tan",3.5,3,"Yuengling Black & Tan",4.7
"1740","Victory Brewing Company",1204090963,4.5,4.5,"Russian Imperial Stout",4,4.5,"Storm King Stout",9.1
"1741","Victory Brewing Company",1255352847,4,4,"Witbier",4,4,"Whirlwind Witbier",5
"1742","Tröegs Brewing Company",1300163474,2,3,"German Pilsener",3,2.5,"Tröegs Sunshine Pils",5.3
"1743","Yuengling Brewery ",1281847346,3,3.5,"American Pale Ale (APA)",3.5,3,"Lord Chesterfield Ale",5.4
"1744","Tröegs Brewing Company",1308448826,3.5,3.5,"German Pilsener",3.5,4,"Tröegs Sunshine Pils",5.3
"1745","Victory Brewing Company",1279244794,3.5,3.5,"American Black Ale",4,4,"Yakima Glory",8.7
"1746","Victory Brewing Company",1176908883,3,4,"German Pilsener",4,4,"Prima Pils",5.3
"1747","Yuengling Brewery ",1309469335,3.5,4,"American Pale Ale (APA)",4,4,"Lord Chesterfield Ale",5.4
"1748","Victory Brewing Company",1264695097,3,3,"Russian Imperial Stout",4,2.5,"Storm King Stout",9.1
"1749","Victory Brewing Company",1232256720,4,4.5,"Baltic Porter",4.5,4,"Baltic Thunder",8.5
"1750","Victory Brewing Company",1251084397,4,4,"American IPA",4.5,4,"HopDevil Ale",6.7
"1751","Victory Brewing Company",1301190121,4,4.5,"American Pale Ale (APA)",4,4.5,"Headwaters Pale Ale",5.1
"1752","Victory Brewing Company",1228120500,2.5,3,"German Pilsener",3.5,2.5,"Prima Pils",5.3
"1753","Tröegs Brewing Company",1254258811,4,4.5,"Oatmeal Stout",4,4,"Tröegs Java Head Stout",7.5
"1754","Yuengling Brewery ",1317084464,3,3.5,"American Pale Lager",3,3,"Yuengling Premium Beer",4.4
"1755","Yards Brewing Co.",1200099335,3,3,"Saison / Farmhouse Ale",3,3.5,"Yards Saison",6.5
"1756","Victory Brewing Company",1179424304,3.5,3.5,"German Pilsener",3.5,3.5,"Prima Pils",5.3
"1757","Victory Brewing Company",1152469069,4,4,"Doppelbock",3,4,"St. Victorious",7.6
"1758","Victory Brewing Company",1303084725,4,4,"American Pale Ale (APA)",4,4,"Headwaters Pale Ale",5.1
"1759","Victory Brewing Company",1058926313,3.5,4.5,"American IPA",4,4.5,"HopDevil Ale",6.7
"1760","Tröegs Brewing Company",1239034383,5,5,"American Amber / Red Ale",4,4.5,"Tröegs Nugget Nectar",7.5
"1761","Victory Brewing Company",1271977999,4,4.5,"Saison / Farmhouse Ale",4,4,"Helios  (V Saison)",7.5
"1762","Yuengling Brewery ",1306383439,3,3.5,"American Amber / Red Lager",4,3.5,"Yuengling Traditional Lager",4.4
"1763","Tröegs Brewing Company",1185382596,5,5,"American Amber / Red Ale",5,5,"Tröegs Nugget Nectar",7.5
"1764","Victory Brewing Company",1239575092,5,4,"American Double / Imperial IPA",4.5,5,"Hop Wallop",8.5
"1765","Tröegs Brewing Company",1316053437,4.5,4.5,"American IPA",4.5,4.5,"Tröegs Perpetual IPA",7.5
"1766","Victory Brewing Company",1266450044,4,3.5,"American Double / Imperial IPA",3.5,3.5,"Hop Wallop",8.5
"1767","Victory Brewing Company",1219092495,4,4.5,"German Pilsener",5,4.5,"Braumeister Harvest Pils",6.1
"1768","Victory Brewing Company",1229030014,4.5,4,"American Double / Imperial IPA",4.5,4.5,"Hop Wallop",8.5
"1769","Victory Brewing Company",1166236037,4,3.5,"American Double / Imperial IPA",4,4,"Hop Wallop",8.5
"1770","Victory Brewing Company",1274977027,2.5,3,"American Double / Imperial IPA",3.5,3.5,"Hop Wallop",8.5
"1771","Victory Brewing Company",1050733107,5,4,"Belgian Strong Dark Ale",4.5,4,"V-Ten",10
"1772","Victory Brewing Company",1208911235,4,4,"Belgian Pale Ale",3.5,4.5,"Abbey Six",6
"1773","Victory Brewing Company",1135451150,4,4,"German Pilsener",4,4,"Prima Pils",5.3
"1774","Yards Brewing Co.",1290447484,3.5,3.5,"Extra Special / Strong Bitter (ESB)",3.5,3.5,"Extra Special Ale (ESA)",6.3
"1775","Victory Brewing Company",1265180691,4,4.5,"American Black Ale",4.5,4,"Yakima Glory",8.7
"1776","Tröegs Brewing Company",1197344587,4,3,"Doppelbock",4,4,"Troegenator Double Bock",8.2
"1777","Victory Brewing Company",1165043968,3.5,3.5,"Altbier",3.5,4,"Ten Years Alt",8.5
"1778","Tröegs Brewing Company",1208302858,4,4.5,"American Barleywine",4.5,5,"Scratch Beer 4 - 2007",9.4
"1779","Tröegs Brewing Company",1286299441,4,4.5,"American Amber / Red Ale",4,4.5,"Tröegs Nugget Nectar",7.5
"1780","Tröegs Brewing Company",1238180375,4,4.5,"Doppelbock",4,4.5,"Troegenator Double Bock",8.2
"1781","Victory Brewing Company",1271250436,4,4,"Quadrupel (Quad)",4,4.5,"V-Twelve",12
"1782","Yuengling Brewery ",1129781041,2.5,3.5,"Black & Tan",3,3,"Yuengling Black & Tan",4.7
"1783","Voodoo Brewing Company",1312003717,4,4,"Eisbock",3.5,4.5,"Trapped Under Eisbock",14
"1784","Yuengling Brewery ",1280284471,3,3.5,"Black & Tan",3,3.5,"Yuengling Black & Tan",4.7
"1785","Victory Brewing Company",1293669077,5,3.5,"Quadrupel (Quad)",3.5,4.5,"V-Twelve",12
"1786","Tröegs Brewing Company",1278297902,4,3,"Hefeweizen",3,3.5,"DreamWeaver Wheat",4.8
