"time","brewery","name","style","abv","aroma","appearance","palate","taste","total","average"
2010-12-05 10:09:50,"Troegs Brewing Company","Scratch Beer 38 - 2010 (IPA #2 Of 4)","American IPA",7.7,4.5,4,4,4.5,17,4.25
2010-12-06 10:05:10,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,4,4.5,4,3.5,16,4
2010-12-06 17:09:47,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4,4.5,4,4.5,17,4.25
2010-12-06 20:53:01,"Voodoo Brewing Company","White Magic Of The Sun","Witbier",6.75,4,4,4,4,16,4
2010-12-07 19:40:12,"Troegs Brewing Company","Troegs Java Head Stout","Oatmeal Stout",7.5,4.5,4,4,4,16.5,4.125
2010-12-08 13:07:16,"Victory Brewing Company","Festbier","Marzen / Oktoberfest",5.6,3,3.5,3,3,12.5,3.125
2010-12-09 21:52:26,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,4,4.5,3,3,14.5,3.625
2010-12-10 10:28:43,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,2,3,4,1.5,10.5,2.625
2010-12-10 13:11:08,"Yards Brewing Company","Philadelphia Pale Ale","American Pale Ale (APA)",4.3,3,4,3.5,3.5,14,3.5
2010-12-10 18:39:18,"Victory Brewing Company","Baltic Thunder","Baltic Porter",8.5,3,4,4,4,15,3.75
2010-12-10 20:16:57,"Troegs Brewing Company","Scratch Beer 38 - 2010 (IPA #2 Of 4)","American IPA",7.7,4,4,4,4,16,4
2010-12-11 23:09:42,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4.5,4.5,4,4.5,17.5,4.375
2010-12-12 18:01:45,"Yards Brewing Company","Brawler Pugilist Style Ale","English Dark Mild Ale",4.2,3,3,4,4,14,3.5
2010-12-12 20:16:02,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4.5,4,4,4.5,17,4.25
2010-12-12 20:45:23,"Troegs Brewing Company","Scratch Beer 29 - 2010 (NBPA)","Belgian IPA",7.7,4.5,4,4,4.5,17,4.25
2010-12-13 23:22:53,"Troegs Brewing Company","Troegs Java Head Stout","Oatmeal Stout",7.5,3.5,4,3,4,14.5,3.625
2010-12-14 15:03:04,"Yards Brewing Company","Barrel Aged Olde Bartholomew","American Barleywine",9,4,4,4,4,16,4
2010-12-20 17:15:37,"Victory Brewing Company","Moonglow Weizenbock","Weizenbock",8.7,4.5,4.5,4.5,4.5,18,4.5
2010-12-20 20:49:15,"Troegs Brewing Company","Scratch Beer 36 - Bruce Wit","Witbier",5.5,3.5,3,3,3.5,13,3.25
2010-12-20 21:27:05,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,4,3.5,4,4,15.5,3.875
2010-12-29 15:58:03,"Victory Brewing Company","Sticke'y Monkey","Tripel",9.5,4.5,3.5,4,4,16,4
2010-12-29 19:31:17,"Victory Brewing Company","V-Twelve","Quadrupel (Quad)",12,5,3.5,3.5,4.5,16.5,4.125
2010-12-30 22:19:05,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,4,3.5,3.5,4,15,3.75
2011-01-02 01:50:00,"Troegs Brewing Company","Scratch Beer 38 - 2010 (IPA #2 Of 4)","American IPA",7.7,4,4,4,4.5,16.5,4.125
2011-01-02 15:45:52,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,4.5,3.5,4,3.5,15.5,3.875
2011-01-02 21:36:31,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,4,3.5,4,4,15.5,3.875
2011-01-03 18:58:30,"Victory Brewing Company","Moonglow Weizenbock","Weizenbock",8.7,4,4,5,4.5,17.5,4.375
2011-01-05 16:49:04,"Victory Brewing Company","Victory ESB","Extra Special / Strong Bitter (ESB)",6.25,4,4,4,4,16,4
2011-01-06 23:01:21,"Troegs Brewing Company","Splinter Black","American Double / Imperial Stout",11,3.5,3.5,3.5,3.5,14,3.5
2011-01-07 12:03:52,"Victory Brewing Company","Saison Du BUFF","Saison / Farmhouse Ale",6.8,3.5,3.5,3,3,13,3.25
2011-01-07 18:54:58,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3,4,3.5,4,14.5,3.625
2011-01-09 08:36:58,"Troegs Brewing Company","Scratch Beer 40 - 2010 (IPA #4 Of 4)","American IPA",8.1,4.5,4,4,4.5,17,4.25
2011-01-09 17:27:35,"Victory Brewing Company","Dark Intrigue","Russian Imperial Stout",9.1,4.5,4.5,4,4,17,4.25
2011-01-09 22:38:59,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,4.5,4,4,4,16.5,4.125
2011-01-10 01:44:28,"Victory Brewing Company","Uncle Teddy's Bitter","English Bitter",4,4.5,4,4.5,4.5,17.5,4.375
2011-01-10 17:26:23,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4.5,4.5,3,4,16,4
2011-01-10 19:30:48,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,4,4,4,4.5,16.5,4.125
2011-01-10 22:43:16,"Victory Brewing Company","Dark Intrigue","Russian Imperial Stout",9.1,4.5,4,3.5,4,16,4
2011-01-12 14:48:00,"Victory Brewing Company","Old Horizontal","American Barleywine",11,4,4.5,4,4,16.5,4.125
2011-01-13 17:57:28,"Yuengling Brewery","Yuengling Premium Beer","American Pale Lager",4.4,2,3.5,3,2,10.5,2.625
2011-01-13 20:34:55,"Victory Brewing Company","Dark Intrigue","Russian Imperial Stout",9.1,2.5,4,3.5,2.5,12.5,3.125
2011-01-13 21:54:09,"Troegs Brewing Company","Scratch Beer 40 - 2010 (IPA #4 Of 4)","American IPA",8.1,3.5,4,3.5,3.5,14.5,3.625
2011-01-14 17:11:39,"Troegs Brewing Company","Scratch Beer 37 - 2010 (IPA #1 Of 4)","American IPA",7.7,3,3.5,3.5,3.5,13.5,3.375
2011-01-14 19:31:44,"Troegs Brewing Company","Scratch Beer 39 - 2010 (IPA #3 Of 4)","American IPA",7.7,4,4,4,4,16,4
2011-01-15 11:02:28,"Troegs Brewing Company","Scratch Beer 40 - 2010 (IPA #4 Of 4)","American IPA",8.1,4,4.5,4,4,16.5,4.125
2011-01-17 20:49:45,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3,3,3.5,3.5,13,3.25
2011-01-18 21:58:56,"Troegs Brewing Company","Scratch Beer 38 - 2010 (IPA #2 Of 4)","American IPA",7.7,4,4,4,4,16,4
2011-01-18 22:29:47,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,4,3,4,4,15,3.75
2011-01-20 21:06:09,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4.5,4,4,4.5,17,4.25
2011-01-21 11:36:41,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,3.5,4,3.5,4,15,3.75
2011-01-21 20:51:39,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,4,4.5,5,18,4.5
2011-01-23 13:16:48,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,4,4.5,4,16.5,4.125
2011-01-23 19:41:14,"Troegs Brewing Company","Flying Mouflan","American Barleywine",9.3,4,4,4,4.5,16.5,4.125
2011-01-24 17:15:43,"Victory Brewing Company","Golden Monkey","Tripel",9.5,3,3,3.5,3.5,13,3.25
2011-01-24 23:28:57,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4,4,3,3,14,3.5
2011-01-25 17:52:29,"Troegs Brewing Company","DreamWeaver Wheat","Hefeweizen",4.8,4,4,3,4,15,3.75
2011-01-26 15:08:13,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,4,4,4,16,4
2011-01-26 18:49:23,"Troegs Brewing Company","Troegs Java Head Stout","Oatmeal Stout",7.5,4,4.5,3.5,3.5,15.5,3.875
2011-01-28 20:08:31,"Troegs Brewing Company","DreamWeaver Wheat","Hefeweizen",4.8,3.5,3.5,4.5,3.5,15,3.75
2011-01-28 22:21:46,"Troegs Brewing Company","Scratch Beer 33 - 2010 (Saison De Mueze)","Saison / Farmhouse Ale",6,4,4.5,4,4,16.5,4.125
2011-01-29 01:28:15,"Victory Brewing Company","Baltic Thunder","Baltic Porter",8.5,4.5,4,3.5,3.5,15.5,3.875
2011-01-29 16:12:10,"Troegs Brewing Company","Troegs Java Head Stout","Oatmeal Stout",7.5,3.5,4.5,4,3.5,15.5,3.875
2011-01-29 19:06:01,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,5,5,4,5,19,4.75
2011-01-29 23:49:27,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3,3,3,3.5,12.5,3.125
2011-01-30 16:43:52,"Troegs Brewing Company","Scratch Beer 40 - 2010 (IPA #4 Of 4)","American IPA",8.1,3,2,2.5,3,10.5,2.625
2011-01-31 21:39:18,"Victory Brewing Company","Old Horizontal","American Barleywine",11,3.5,4,3.5,4,15,3.75
2011-01-31 21:51:41,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,4,4,3.5,3.5,15,3.75
2011-01-31 22:06:47,"Yuengling Brewery","Yuengling Light Lager","Light Lager",3.4,3,3.5,3,3,12.5,3.125
2011-02-01 19:41:09,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3.5,3,4,3,13.5,3.375
2011-02-01 20:44:43,"Victory Brewing Company","Baltic Thunder","Baltic Porter",8.5,4.5,3.5,3.5,4,15.5,3.875
2011-02-01 23:18:51,"Victory Brewing Company","St. Victorious","Doppelbock",7.6,4,4,4.5,4,16.5,4.125
2011-02-02 23:19:07,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,3.5,3.5,3,3.5,13.5,3.375
2011-02-03 00:39:54,"Yuengling Brewery","Yuengling Bock","Bock",5.1,4,3.5,4,4,15.5,3.875
2011-02-03 23:25:55,"Victory Brewing Company","Baltic Thunder","Baltic Porter",8.5,4,3,4.5,5,16.5,4.125
2011-02-05 14:19:17,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,4,4,4,4.5,16.5,4.125
2011-02-05 18:20:05,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,3.5,4,4,4.5,16,4
2011-02-06 16:15:55,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,5,4.5,4,4,17.5,4.375
2011-02-06 23:15:53,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,4,4,4.5,17,4.25
2011-02-06 23:22:42,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4,4.5,4.5,4,17,4.25
2011-02-09 12:48:46,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4.5,4,4,4,16.5,4.125
2011-02-09 18:19:20,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,4,4,4.5,4.5,17,4.25
2011-02-09 19:38:24,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4.5,4.5,4,4,17,4.25
2011-02-09 21:46:40,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,3,3.5,3,3.5,13,3.25
2011-02-10 19:34:19,"Victory Brewing Company","Victory Lager","Munich Helles Lager",4.8,3.5,3.5,4.5,4,15.5,3.875
2011-02-10 20:11:05,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4,4,3.5,4,15.5,3.875
2011-02-10 20:42:11,"Troegs Brewing Company","Troegs Java Head Stout","Oatmeal Stout",7.5,3,4,3.5,3,13.5,3.375
2011-02-10 20:48:39,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,3,4.5,4,3,14.5,3.625
2011-02-11 00:09:08,"Victory Brewing Company","V-Twelve","Quadrupel (Quad)",12,5,3.5,4,4.5,17,4.25
2011-02-11 20:49:09,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,3.5,4,4,3.5,15,3.75
2011-02-12 13:46:15,"Yuengling Brewery","Yuengling Black & Tan","Black & Tan",4.7,2.5,3,3,2.5,11,2.75
2011-02-12 21:14:56,"Troegs Brewing Company","Splinter Black","American Double / Imperial Stout",11,3.5,5,4,4,16.5,4.125
2011-02-13 17:47:00,"Troegs Brewing Company","Troegs Java Head Stout","Oatmeal Stout",7.5,3.5,4,4,4,15.5,3.875
2011-02-14 00:57:42,"Troegs Brewing Company","Scratch Beer 41 - 2011 (Cacaoabunga Redux)","American Stout",6.6,4.5,4,4,4,16.5,4.125
2011-02-14 15:14:23,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4,4,4.5,4.5,17,4.25
2011-02-14 19:59:02,"Voodoo Brewing Company","Big Black Voodoo Daddy","American Double / Imperial Stout",12.5,4,4.5,4.5,4,17,4.25
2011-02-14 21:32:03,"Troegs Brewing Company","Scratch Beer 33 - 2010 (Saison De Mueze)","Saison / Farmhouse Ale",6,3,4,4,3,14,3.5
2011-02-15 21:20:07,"Voodoo Brewing Company","Big Black Voodoo Daddy","American Double / Imperial Stout",12.5,4,4.5,4,4,16.5,4.125
2011-02-17 14:12:11,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,4,4,3.5,3.5,15,3.75
2011-02-17 18:59:52,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,4,4.5,4.5,17.5,4.375
2011-02-17 20:59:26,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,5,4,4.5,4.5,18,4.5
2011-02-18 22:05:47,"Victory Brewing Company","Headwaters Pale Ale","American Pale Ale (APA)",5.1,3.5,4,3,3,13.5,3.375
2011-02-19 15:45:48,"Voodoo Brewing Company","Big Black Voodoo Daddy","American Double / Imperial Stout",12.5,4.5,5,4,4,17.5,4.375
2011-02-19 22:30:29,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3.5,3.5,3,3.5,13.5,3.375
2011-02-20 09:10:00,"Voodoo Brewing Company","Voodoo Love Child","Belgian Strong Pale Ale",10.5,4,4,3,3,14,3.5
2011-02-20 14:50:44,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,3.5,4,3,3,13.5,3.375
2011-02-21 21:12:17,"Troegs Brewing Company","Troegs Pale Ale","American Pale Ale (APA)",5.4,3.5,4,3.5,4,15,3.75
2011-02-22 20:32:11,"Victory Brewing Company","Headwaters Pale Ale","American Pale Ale (APA)",5.1,4,3.5,3.5,4,15,3.75
2011-02-24 18:55:30,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,3.5,4,4,3.5,15,3.75
2011-02-24 20:32:14,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,4,4,4.5,16.5,4.125
2011-02-25 07:06:30,"Victory Brewing Company","Headwaters Pale Ale","American Pale Ale (APA)",5.1,4,4,4,4,16,4
2011-02-25 20:57:55,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,3.5,3,3,4,13.5,3.375
2011-02-26 23:26:07,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,5,4.5,4,18,4.5
2011-02-28 02:49:54,"Yuengling Brewery","Yuengling Bock","Bock",5.1,4,4,4,4,16,4
2011-03-01 20:14:11,"Victory Brewing Company","Headwaters Pale Ale","American Pale Ale (APA)",5.1,4,4,4.5,4,16.5,4.125
2011-03-01 23:12:53,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4.5,4,4.5,4.5,17.5,4.375
2011-03-02 10:44:58,"Victory Brewing Company","Victory Lager","Munich Helles Lager",4.8,2.5,1.5,1.5,1.5,7,1.75
2011-03-03 22:28:53,"Troegs Brewing Company","Flying Mouflan","American Barleywine",9.3,3.5,4,3.5,4,15,3.75
2011-03-04 04:34:20,"Victory Brewing Company","Saison Du BUFF","Saison / Farmhouse Ale",6.8,4,3,3,4,14,3.5
2011-03-06 15:59:49,"Victory Brewing Company","Uncle Teddy's Bitter","English Bitter",4,4,5,3.5,3.5,16,4
2011-03-08 20:20:40,"Yards Brewing Company","Extra Special Ale (ESA)","Extra Special / Strong Bitter (ESB)",6.3,3.5,4,3.5,4,15,3.75
2011-03-09 20:03:40,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,3,4,4,3.5,14.5,3.625
2011-03-11 23:19:51,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4,4.5,4.5,4.5,17.5,4.375
2011-03-12 15:20:21,"Victory Brewing Company","Headwaters Pale Ale","American Pale Ale (APA)",5.1,3.5,3.5,3,3,13,3.25
2011-03-13 23:16:21,"Voodoo Brewing Company","White Magic Of The Sun","Witbier",6.75,4.5,4,3,4,15.5,3.875
2011-03-15 00:31:14,"Troegs Brewing Company","Troegs Sunshine Pils","German Pilsener",5.3,2,3,3,2.5,10.5,2.625
2011-03-15 02:10:58,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4,4.5,4,4,16.5,4.125
2011-03-15 17:09:17,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,3.5,4,4,3.5,15,3.75
2011-03-17 20:39:14,"Troegs Brewing Company","Scratch Beer 32 - 2010 (Keystone Common)","California Common / Steam Beer",5.4,3,4,3,3,13,3.25
2011-03-17 21:38:00,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,3.5,4,3.5,3.5,14.5,3.625
2011-03-19 12:51:26,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,4,4,4.5,17,4.25
2011-03-20 18:59:04,"Yuengling Brewery","Yuengling Light Lager","Light Lager",3.4,2.5,4,4,3.5,14,3.5
2011-03-21 00:36:25,"Troegs Brewing Company","DreamWeaver Wheat","Hefeweizen",4.8,4,3.5,3.5,4,15,3.75
2011-03-21 20:52:27,"Yuengling Brewery","Yuengling Bock","Bock",5.1,3.5,4,4,3.5,15,3.75
2011-03-22 00:08:56,"Victory Brewing Company","Dark Intrigue","Russian Imperial Stout",9.1,4,4.5,3.5,3.5,15.5,3.875
2011-03-22 12:36:15,"Victory Brewing Company","Tettnanger Pils","German Pilsener",5.3,4,4,4,4.5,16.5,4.125
2011-03-22 20:19:29,"Victory Brewing Company","Headwaters Pale Ale","American Pale Ale (APA)",5.1,3.5,4,3,3.5,14,3.5
2011-03-22 21:30:03,"Victory Brewing Company","Headwaters Pale Ale","American Pale Ale (APA)",5.1,4,4,3,3.5,14.5,3.625
2011-03-22 22:23:42,"Victory Brewing Company","Headwaters Pale Ale","American Pale Ale (APA)",5.1,3.5,4.5,4,4,16,4
2011-03-23 20:06:13,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,5,5,4.5,4.5,19,4.75
2011-03-23 20:30:45,"Voodoo Brewing Company","PILZILLA","Keller Bier / Zwickel Bier",6.7,4.5,4.5,4,4,17,4.25
2011-03-23 22:42:04,"Victory Brewing Company","Saison Du BUFF","Saison / Farmhouse Ale",6.8,4,4.5,4,4.5,17,4.25
2011-03-24 20:30:56,"Victory Brewing Company","Headwaters Pale Ale","American Pale Ale (APA)",5.1,5,4,3,4,16,4
2011-03-25 22:50:03,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4,4,4,4,16,4
2011-03-25 22:58:37,"Victory Brewing Company","Saison","Saison / Farmhouse Ale",7.6,3.5,4,4,3.5,15,3.75
2011-03-26 10:49:16,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,3,5,4,3.5,15.5,3.875
2011-03-26 21:29:46,"Victory Brewing Company","Golden Monkey","Tripel",9.5,4,2.5,3,2.5,12,3
2011-03-26 21:42:01,"Victory Brewing Company","Headwaters Pale Ale","American Pale Ale (APA)",5.1,4,4.5,4,4.5,17,4.25
2011-03-28 20:27:11,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,4,4,4.5,5,17.5,4.375
2011-03-30 00:39:31,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,3.5,5,4,4,16.5,4.125
2011-03-30 00:56:17,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4,4,5,4.5,17.5,4.375
2011-03-30 19:15:59,"Yards Brewing Company","Extra Special Ale (ESA)","Extra Special / Strong Bitter (ESB)",6.3,3.5,4.5,3.5,4,15.5,3.875
2011-04-03 14:11:52,"Victory Brewing Company","Headwaters Pale Ale","American Pale Ale (APA)",5.1,5,4,4.5,4.5,18,4.5
2011-04-03 18:40:10,"Yuengling Brewery","Yuengling Bock","Bock",5.1,3.5,4,4,3.5,15,3.75
2011-04-04 21:02:53,"Victory Brewing Company","Saison Du BUFF","Saison / Farmhouse Ale",6.8,3,4,3.5,3.5,14,3.5
2011-04-06 21:24:59,"Victory Brewing Company","Headwaters Pale Ale","American Pale Ale (APA)",5.1,3,3.5,4,3.5,14,3.5
2011-04-07 20:41:25,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,5,4,4.5,5,18.5,4.625
2011-04-09 22:00:03,"Victory Brewing Company","Headwaters Pale Ale","American Pale Ale (APA)",5.1,3,3.5,3,3,12.5,3.125
2011-04-10 18:02:08,"Yards Brewing Company","Extra Special Ale (ESA)","Extra Special / Strong Bitter (ESB)",6.3,4,4,4,4,16,4
2011-04-11 16:15:00,"Yards Brewing Company","General Washington's Tavern Porter","English Porter",7,3.5,4.5,4,4,16,4
2011-04-11 16:22:45,"Yards Brewing Company","Thomas Jefferson's Tavern Ale","English Strong Ale",8,2.5,3.5,3.5,3.5,13,3.25
2011-04-12 01:23:42,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,3.5,4,4,4,15.5,3.875
2011-04-12 19:34:49,"Troegs Brewing Company","Troegs Java Head Stout","Oatmeal Stout",7.5,3,4,4,3.5,14.5,3.625
2011-04-14 13:11:47,"Voodoo Brewing Company","Black Magick","American Double / Imperial Stout",15,4.5,4.5,4.5,4.5,18,4.5
2011-04-14 23:06:11,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4.5,4,4,4.5,17,4.25
2011-04-17 19:58:45,"Victory Brewing Company","Headwaters Pale Ale","American Pale Ale (APA)",5.1,4,4,4,4,16,4
2011-04-17 22:43:49,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,4,3.5,3,3.5,14,3.5
2011-04-18 17:53:05,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,3.5,4,4,4.5,16,4
2011-04-19 19:54:54,"Voodoo Brewing Company","Big Black Voodoo Daddy","American Double / Imperial Stout",12.5,4,3.5,4,4,15.5,3.875
2011-04-19 20:14:30,"Victory Brewing Company","Hersbrucker Pils","German Pilsener",5.3,4,4,4,4.5,16.5,4.125
2011-04-20 07:37:40,"Victory Brewing Company","Dark Intrigue","Russian Imperial Stout",9.1,2.5,3,1,4.5,11,2.75
2011-04-21 20:05:54,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4,4,4,4.5,16.5,4.125
2011-04-21 23:43:47,"Yuengling Brewery","Yuengling Bock","Bock",5.1,2,2.5,2,2,8.5,2.125
2011-04-22 10:54:23,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,3.5,4,3,3.5,14,3.5
2011-04-22 23:58:22,"Troegs Brewing Company","Flying Mouflan","American Barleywine",9.3,3.5,4.5,4.5,4,16.5,4.125
2011-04-24 16:19:28,"Victory Brewing Company","Whirlwind Witbier","Witbier",5,4,3.5,3.5,4,15,3.75
2011-04-24 23:08:09,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4.5,4,4.5,5,18,4.5
2011-04-25 21:46:54,"Victory Brewing Company","Old Horizontal","American Barleywine",11,3.5,3.5,3,3.5,13.5,3.375
2011-04-26 08:11:53,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4,3.5,3.5,2.5,13.5,3.375
2011-04-26 21:44:47,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4,3.5,4.5,4.5,16.5,4.125
2011-04-27 16:26:23,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4,4.5,4,4,16.5,4.125
2011-04-27 23:09:29,"Victory Brewing Company","Golden Monkey","Tripel",9.5,4,4,4,4,16,4
2011-04-28 01:05:43,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,3.5,3.5,4,4.5,15.5,3.875
2011-04-29 03:07:15,"Troegs Brewing Company","Troegs Java Head Stout","Oatmeal Stout",7.5,3,3.5,3.5,3,13,3.25
2011-04-29 09:59:51,"Victory Brewing Company","Scarlet Fire Rauchbier","Rauchbier",6.1,4,4,4,4,16,4
2011-04-29 21:06:44,"Troegs Brewing Company","Troegs Sunshine Pils","German Pilsener",5.3,3,3.5,3,3,12.5,3.125
2011-05-03 11:13:03,"Victory Brewing Company","Golden Monkey","Tripel",9.5,3,4,4,4,15,3.75
2011-05-03 17:14:08,"Troegs Brewing Company","Troegs Pale Ale","American Pale Ale (APA)",5.4,4,4,4,4,16,4
2011-05-04 12:44:57,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,4,4,4.5,17,4.25
2011-05-05 22:21:44,"Yards Brewing Company","General Washington's Tavern Porter","English Porter",7,4,4,4,4,16,4
2011-05-05 22:35:37,"Victory Brewing Company","Donnybrook Stout","Irish Dry Stout",3.7,3,4,4.5,4.5,16,4
2011-05-07 16:19:02,"Troegs Brewing Company","Troegs Sunshine Pils","German Pilsener",5.3,3.5,4,4,4,15.5,3.875
2011-05-07 21:37:04,"Troegs Brewing Company","DreamWeaver Wheat","Hefeweizen",4.8,3.5,4,3.5,3.5,14.5,3.625
2011-05-07 22:16:05,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4,4.5,4,3.5,16,4
2011-05-08 13:09:46,"Voodoo Brewing Company","Cowbell Imperial Oatmeal Milk Stout","Milk / Sweet Stout",8.5,4.5,4,4,4.5,17,4.25
2011-05-13 18:00:53,"Victory Brewing Company","Whirlwind Witbier","Witbier",5,3,3,3,3.5,12.5,3.125
2011-05-13 21:20:21,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4,4,4.5,4,16.5,4.125
2011-05-13 22:53:36,"Troegs Brewing Company","Flying Mouflan","American Barleywine",9.3,4.5,4,4,4.5,17,4.25
2011-05-15 10:19:19,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4,4,4.5,4,16.5,4.125
2011-05-16 06:41:44,"Victory Brewing Company","Scarlet Fire Rauchbier","Rauchbier",6.1,4,4,4,4,16,4
2011-05-16 18:31:03,"Victory Brewing Company","Moonglow Weizenbock","Weizenbock",8.7,4.5,4,4,4.5,17,4.25
2011-05-17 19:24:57,"Victory Brewing Company","Headwaters Pale Ale","American Pale Ale (APA)",5.1,2.5,4.5,4,4.5,15.5,3.875
2011-05-17 20:41:38,"Victory Brewing Company","Saison Du BUFF","Saison / Farmhouse Ale",6.8,4,3.5,3,3.5,14,3.5
2011-05-17 22:15:20,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4,4,4,3.5,15.5,3.875
2011-05-17 22:31:56,"Victory Brewing Company","Saison Du BUFF","Saison / Farmhouse Ale",6.8,4,4,4,3.5,15.5,3.875
2011-05-20 01:50:56,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,3.5,4,3.5,3,14,3.5
2011-05-23 22:59:30,"Victory Brewing Company","Dark Intrigue","Russian Imperial Stout",9.1,4,4,4,4,16,4
2011-05-24 19:14:16,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,4.5,4.5,4,17,4.25
